Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,class
17,3306905,2,0,763.0,0.0,619.0,144.0,381.5,335.87572106361006,0.0,0.0,0.0,0.0,230.72933755278729,0.6047951180938067,3306905.0,0.0,3306905.0,3306905.0,3306905.0,3306905.0,0.0,3306905.0,3306905.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.6047951180938067,0.0,144.0,619.0,460.6666666666666,274.24137786507225,75208.33333333334,0,0,0,0,0,0,0,0,0.0,691.0,381.5,0.0,0,0,0,0,0,0,2,763,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,449,1,1,33.0,345.0,33.0,33.0,33.0,0.0,345.0,345.0,345.0,0.0,841870.824053452,4454.342984409799,449.0,0.0,449.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2227.1714922049,2227.1714922049,33.0,345.0,137.0,180.1332839871632,32448.0,0,0,0,0,0,0,0,0,1.0,205.5,33.0,345.0,0,0,0,0,0,0,1,33,1,345,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,130796,1,1,34.0,141.0,34.0,34.0,34.0,0.0,141.0,141.0,141.0,0.0,1337.9614055475704,15.290987491972231,130796.0,0.0,130796.0,130796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,7.645493745986116,7.645493745986116,34.0,141.0,69.66666666666666,61.776478803289955,3816.333333333333,0,0,0,0,0,0,0,0,1.0,104.5,34.0,141.0,0,0,0,0,0,0,1,34,1,141,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,64176947,2,2,206.0,536.0,103.0,103.0,103.0,0.0,268.0,268.0,268.0,0.0,11.561784015684012,0.062327676634415165,21392315.666666664,36781022.56640354,63863378.0,140376.0,64003754.0,64003754.0,0.0,64003754.0,64003754.0,64036571.0,64036571.0,0.0,64036571.0,64036571.0,0,0,0,0,16,16,0.031163838317207582,0.031163838317207582,103.0,268.0,169.0,90.37422198835242,8167.5,0,0,0,0,0,0,0,0,1.0,211.25,103.0,268.0,0,0,0,0,0,0,2,206,2,536,-1,-1,1,8,140376.0,0.0,140376.0,140376.0,63863378.0,0.0,63863378.0,63863378.0,4
17,410730,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,107.12633603583865,4.869378910719938,410730.0,0.0,410730.0,410730.0,410730.0,410730.0,0.0,410730.0,410730.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.869378910719938,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,625,1,1,34.0,141.0,34.0,34.0,34.0,0.0,141.0,141.0,141.0,0.0,280000.0,3200.0,625.0,0.0,625.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1600.0,1600.0,34.0,141.0,69.66666666666666,61.776478803289955,3816.333333333333,0,0,0,0,0,0,0,0,1.0,104.5,34.0,141.0,0,0,0,0,0,0,1,34,1,141,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,123719,1,1,37.0,225.0,37.0,37.0,37.0,0.0,225.0,225.0,225.0,0.0,2117.702212271357,16.16566574252944,123719.0,0.0,123719.0,123719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,8.08283287126472,8.08283287126472,37.0,225.0,99.66666666666666,108.54185060764964,11781.333333333332,0,0,0,0,0,0,0,0,1.0,149.5,37.0,225.0,0,0,0,0,0,0,1,37,1,225,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6,100531410,24,30,5224.0,2235.0,1338.0,0.0,217.66666666666669,367.7719835496689,322.0,0.0,74.50000000000001,97.23833145137918,74.19571654272033,0.5371455548071989,1896819.0566037737,8949185.057518434,58158529.0,14.0,100503904.0,4369734.956521738,13364230.637956828,58224162.0,14.0,100504887.0,3465685.7586206887,11970396.439099574,58184468.0,37.0,0,0,0,0,776,968,0.2387313576920885,0.29841419711511064,0.0,1338.0,135.61818181818188,260.9497958604221,68094.79595959594,0,0,0,1,0,0,0,0,1.0,138.12962962962962,217.66666666666663,74.5,0,0,0,0,0,0,24,5224,30,2235,29200,472,15,32,143797.66666666663,30314.884336466363,178696.0,123988.0,33357503.666666664,22550746.416268583,58158529.0,14085454.0,1
6,5859535,6,4,196.0,180.0,152.0,0.0,32.66666666666667,61.0529824551321,104.0,0.0,45.0,53.2040098739434,64.16891442751003,1.7066200645614367,651059.4444444445,1848557.6274812282,5579542.0,16.0,5859535.0,1171907.0,2464318.6708384533,5579542.0,288.0,5741218.0,1913739.333333333,3244808.6270931805,5660231.0,81.0,0,0,0,0,200,136,1.0239720387368625,0.6826480258245748,0.0,152.0,34.18181818181818,53.646655407058105,2877.9636363636364,0,0,0,1,0,0,0,0,0.0,37.6,32.666666666666664,45.0,0,0,0,0,0,0,6,196,4,180,29200,29,2,32,80808.0,0.0,80808.0,80808.0,5579542.0,0.0,5579542.0,5579542.0,1
6,25656,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9544745868413,25656.0,0.0,25656.0,25656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,38.977237293420636,38.977237293420636,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,229,333,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
17,419338,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,104.92729015734324,4.769422279879238,419338.0,0.0,419338.0,419338.0,419338.0,419338.0,0.0,419338.0,419338.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.769422279879238,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6,154,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0.0,0.0,0.0,0.0,500000.0,19480.519480519484,77.0,90.50966799187808,141.0,13.0,154.0,77.0,90.50966799187808,141.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,0,19480.519480519484,0.0,0.0,46.0,30.75,21.68524844220144,470.25,0,1,0,0,1,0,0,0,0.0,41.0,25.66666666666667,0.0,0,0,0,0,0,0,3,77,0,0,7491,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,119322244,20,17,1197.0,277.0,347.0,0.0,59.85000000000001,124.84401846852104,117.0,0.0,16.294117647058822,38.020988785607535,12.353103248711948,0.31008468127703004,3314506.777777778,10217804.202927465,58747409.0,0.0,119322244.0,6280118.105263158,13576334.666640924,58747409.0,333.0,119052095.0,7440755.9375,14636816.68537394,59054014.0,45.0,1,0,0,0,640,544,0.167613341230827,0.14247134004620296,0.0,347.0,47.92105263157895,107.62331244970024,11582.777382645803,0,1,0,0,1,0,0,0,0.0,49.21621621621622,59.85,16.294117647058822,0,0,0,0,0,0,20,1197,17,277,256,64,8,32,464840.4285714285,174409.0775684732,673181.0,268724.0,16537914.285714285,18859574.93644026,58747409.0,6716319.0,5
17,421011,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,104.51033345922077,4.750469702691854,421011.0,0.0,421011.0,421011.0,421011.0,421011.0,0.0,421011.0,421011.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.750469702691854,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,129182,1,1,47.0,234.0,47.0,47.0,47.0,0.0,234.0,234.0,234.0,0.0,2175.225650632441,15.48203310058677,129182.0,0.0,129182.0,129182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,7.741016550293385,7.741016550293385,47.0,234.0,109.33333333333334,107.96450033846004,11656.333333333336,0,0,0,0,0,0,0,0,1.0,164.0,47.0,234.0,0,0,0,0,0,0,1,47,1,234,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,76032,1,1,34.0,141.0,34.0,34.0,34.0,0.0,141.0,141.0,141.0,0.0,2301.6624579124577,26.304713804713803,76032.0,0.0,76032.0,76032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,13.152356902356901,13.152356902356901,34.0,141.0,69.66666666666666,61.776478803289955,3816.333333333333,0,0,0,0,0,0,0,0,1.0,104.5,34.0,141.0,0,0,0,0,0,0,1,34,1,141,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,118526839,22,27,1816.0,3978.0,523.0,0.0,82.54545454545455,125.43589798046051,1418.0,0.0,147.3333333333334,348.73143733339475,48.88344318369952,0.4134084770454395,2469309.145833333,11351740.935848245,58151710.0,10.0,118526740.0,5644130.476190478,16852637.95102159,58151809.0,72.0,118524325.0,4558627.884615386,15249022.902988674,58151876.0,10.0,0,0,0,0,460,548,0.1856119692857076,0.22779650775973195,0.0,1418.0,115.88,269.42710498010246,72590.96489795916,0,0,0,1,0,0,0,0,1.0,118.24489795918369,82.54545454545455,147.33333333333334,0,0,0,0,0,0,22,1816,27,3978,29200,16384,13,20,26804.666666666664,17332.91655588676,45159.0,10716.0,39406946.333333336,29072548.68949629,58151710.0,5916346.0,2
17,411794,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,106.84954127549213,4.856797330704187,411794.0,0.0,411794.0,411794.0,411794.0,411794.0,0.0,411794.0,411794.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.856797330704187,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6,6032298,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6630972143617573,2010766.0,3237531.285817482,5745479.0,64.0,6032298.0,3016149.0,3859855.50219176,5745479.0,286819.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,28,0.497322910771318,0.16577430359043932,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,29200,32768,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,935,1,1,34.0,216.0,34.0,34.0,34.0,0.0,216.0,216.0,216.0,0.0,267379.67914438504,2139.03743315508,935.0,0.0,935.0,935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1069.51871657754,1069.51871657754,34.0,216.0,94.66666666666666,105.07774899251189,11041.333333333332,0,0,0,0,0,0,0,0,1.0,142.0,34.0,216.0,0,0,0,0,0,0,1,34,1,216,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,64021189,2,0,206.0,0.0,103.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,3.217684694984343,0.0312396572328577,64021189.0,0.0,64021189.0,64021189.0,64021189.0,64021189.0,0.0,64021189.0,64021189.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.0312396572328577,0.0,103.0,103.0,103.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,154.5,103.0,0.0,0,0,0,0,0,0,2,206,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,64021189.0,0.0,64021189.0,64021189.0,4
17,107450995,37,37,1360.0,4033.0,52.0,30.0,36.75675675675675,5.203660065576741,243.0,49.0,109.0,37.07649749729155,50.190321643834,0.6886860377607484,1471931.4383561644,5333800.3600904485,29993624.0,11.0,107446352.0,2984620.888888888,7343679.445111962,29998628.0,72.0,107447970.0,2984665.833333334,7342509.253900384,29998612.0,11.0,0,0,0,0,296,296,0.3443430188803742,0.3443430188803742,30.0,243.0,72.48,44.70575269833097,1998.6043243243246,0,0,0,0,0,0,0,0,1.0,73.45945945945945,36.75675675675676,109.0,0,0,0,0,0,0,37,1360,37,4033,-1,-1,36,8,1415902.333333333,3414568.228671301,8385679.0,5172.0,16491710.666666664,10531111.62805051,29993624.0,7891330.0,2
17,126057,1,1,37.0,213.0,37.0,37.0,37.0,0.0,213.0,213.0,213.0,0.0,1983.229808737317,15.865838469898536,126057.0,0.0,126057.0,126057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,7.932919234949268,7.932919234949268,37.0,213.0,95.66666666666666,101.61364737737414,10325.333333333332,0,0,0,0,0,0,0,0,1.0,143.5,37.0,213.0,0,0,0,0,0,0,1,37,1,213,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,840,1,1,33.0,345.0,33.0,33.0,33.0,0.0,345.0,345.0,345.0,0.0,450000.0,2380.952380952381,840.0,0.0,840.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1190.4761904761906,1190.4761904761906,33.0,345.0,137.0,180.1332839871632,32448.0,0,0,0,0,0,0,0,0,1.0,205.5,33.0,345.0,0,0,0,0,0,0,1,33,1,345,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,5310277,2,0,402.0,0.0,201.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,75.70226562569147,0.3766281871924949,5310277.0,0.0,5310277.0,5310277.0,5310277.0,5310277.0,0.0,5310277.0,5310277.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.3766281871924949,0.0,201.0,201.0,201.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,301.5,201.0,0.0,0,0,0,0,0,0,2,402,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,5310277.0,0.0,5310277.0,5310277.0,5
6,25103,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6717523801936,25103.0,0.0,25103.0,25103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,39.8358761900968,39.8358761900968,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,4722,568,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6,5575323,10,7,352.0,3292.0,195.0,0.0,35.2,68.69546321749833,1460.0,0.0,470.28571428571433,681.9681601281479,653.5944195520152,3.049150694946284,348457.6875,1234117.1842005237,4968027.0,2.0,5575323.0,619480.3333333335,1633642.9352648484,4968027.0,4.0,380428.0,63404.66666666668,96956.69048119716,191635.0,8.0,0,0,0,0,220,148,1.7936180558507553,1.2555326390955286,0.0,1460.0,202.44444444444443,463.7328366536595,215048.1437908497,0,0,0,1,0,0,0,0,0.0,214.35294117647058,35.2,470.28571428571433,0,0,0,0,0,0,10,352,7,3292,29200,16384,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
17,133487,2,2,126.0,85.0,108.0,18.0,63.0,63.639610306789294,67.0,18.0,42.5,34.648232278140824,1580.6782682957892,29.96546480181591,44495.66666666667,76718.17066597282,133082.0,48.0,133487.0,133487.0,0.0,133487.0,133487.0,357.0,357.0,0.0,357.0,357.0,0,0,0,0,16,16,14.982732400907954,14.982732400907954,18.0,108.0,63.8,45.03554152000396,2028.2,0,0,0,0,0,0,0,0,1.0,79.75,63.0,42.5,0,0,0,0,0,0,2,126,2,85,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,411341,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,106.9672121184127,4.862146005382395,411341.0,0.0,411341.0,411341.0,411341.0,411341.0,0.0,411341.0,411341.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.862146005382395,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
17,411293,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,106.97969574001988,4.862713442728175,411293.0,0.0,411293.0,411293.0,411293.0,411293.0,0.0,411293.0,411293.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.862713442728175,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,711,1,1,34.0,216.0,34.0,34.0,34.0,0.0,216.0,216.0,216.0,0.0,351617.4402250351,2812.9395218002805,711.0,0.0,711.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1406.4697609001403,1406.4697609001403,34.0,216.0,94.66666666666666,105.07774899251189,11041.333333333332,0,0,0,0,0,0,0,0,1.0,142.0,34.0,216.0,0,0,0,0,0,0,1,34,1,216,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,314,1,1,32.0,82.0,32.0,32.0,32.0,0.0,82.0,82.0,82.0,0.0,363057.3248407643,6369.426751592358,314.0,0.0,314.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3184.713375796179,3184.713375796179,32.0,82.0,48.66666666666667,28.867513459481287,833.3333333333335,0,0,0,0,0,0,0,0,1.0,73.0,32.0,82.0,0,0,0,0,0,0,1,32,1,82,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,411014,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,107.05231451970008,4.866014296350003,411014.0,0.0,411014.0,411014.0,411014.0,411014.0,0.0,411014.0,411014.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.866014296350003,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,111,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18018.018018018014,111.0,0.0,111.0,111.0,111.0,111.0,0.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,18018.018018018014,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32214,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
17,17248902,2,2,202.0,646.0,101.0,101.0,101.0,0.0,323.0,323.0,323.0,0.0,49.16254959301178,0.2318988188349612,5749634.0,9958304.874641065,17248494.0,164.0,17248738.0,17248738.0,0.0,17248738.0,17248738.0,17248658.0,17248658.0,0.0,17248658.0,17248658.0,0,0,0,0,16,16,0.1159494094174806,0.1159494094174806,101.0,323.0,189.8,121.59440776614687,14785.2,0,0,0,0,0,0,0,0,1.0,237.25,101.0,323.0,0,0,0,0,0,0,2,202,2,646,-1,-1,1,8,244.0,0.0,244.0,244.0,17248494.0,0.0,17248494.0,17248494.0,4
6,27059,3,0,77.0,0.0,77.0,0.0,25.66666666666667,44.455970727601176,0.0,0.0,0.0,0.0,2845.6336154329438,110.86884215972506,13529.5,19119.46025650306,27049.0,10.0,27059.0,13529.5,19119.46025650306,27049.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,110.86884215972506,0.0,0.0,77.0,19.25,38.5,1482.25,0,0,0,0,1,0,0,0,0.0,25.66666666666667,25.66666666666667,0.0,0,0,0,0,0,0,3,77,0,0,16384,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,388700,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.290712631849756,129566.66666666664,223424.75443498496,387555.0,204.0,388700.0,194350.0,273521.6308850179,387759.0,941.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,108,40,7.718034473887317,2.572678157962439,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,65535,8192,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6,66710250,25,20,17544.0,7477.0,1308.0,0.0,701.76,628.6526783526814,1308.0,0.0,373.85000000000014,567.877699490786,375.06979811947934,0.6745590070491416,1516142.0454545456,7112255.475410952,45001937.0,2.0,61746023.0,2572750.958333333,9556325.03469569,45001937.0,2.0,66495090.0,3499741.578947368,10705846.822927196,45215390.0,7.0,0,0,0,0,808,648,0.37475500391618977,0.2998040031329518,0.0,1308.0,543.9347826086955,616.6086243738195,380206.195652174,0,0,0,1,0,0,0,0,0.0,556.0222222222222,701.76,373.85,0,0,0,0,0,0,25,17544,20,7477,29200,166,16,32,836735.0,881459.5144372769,1460021.0,213449.0,30018145.0,21190281.862177484,45001937.0,15034353.0,2
17,221162,1,1,117.0,319.0,117.0,117.0,117.0,0.0,319.0,319.0,319.0,0.0,1971.4055760031104,9.043144844050966,221162.0,0.0,221162.0,221162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,4.521572422025483,4.521572422025483,117.0,319.0,184.3333333333333,116.6247543763044,13601.333333333332,0,0,0,0,0,0,0,0,1.0,276.5,117.0,319.0,0,0,0,0,0,0,1,117,1,319,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
17,119486447,52,0,2600.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,21.75979004547688,0.4351958009095375,2342871.509803921,4413567.405165655,20959718.0,3976.0,119486447.0,2342871.509803921,4413567.405165655,20959718.0,3976.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,0,0.4351958009095375,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.96153846153846,50.0,0.0,0,0,0,0,0,0,52,2600,0,0,-1,-1,51,8,3233929.428571428,3684774.221800519,11475270.0,1499686.0,11759208.857142854,6125847.517749808,20959718.0,5131139.0,1
6,4929107,11,7,146.0,163.0,93.0,0.0,13.272727272727273,28.227968078099106,69.0,0.0,23.28571428571429,31.563239618868266,62.68883998663449,3.651777086600068,289947.4705882353,794838.1208813936,3339940.0,22.0,4929107.0,492910.7,1007026.0640504295,3339940.0,759.0,1354979.0,225829.83333333328,83558.60866820767,343915.0,87230.0,0,0,0,0,360,232,2.231641552922264,1.4201355336778039,0.0,93.0,16.263157894736842,28.532324953488487,814.093567251462,0,0,0,1,0,0,0,0,0.0,17.166666666666668,13.272727272727273,23.285714285714285,0,0,0,0,0,0,11,146,7,163,29200,260,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
17,397015,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,110.82704683702127,5.0375930380464204,397015.0,0.0,397015.0,397015.0,397015.0,397015.0,0.0,397015.0,397015.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,5.0375930380464204,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6,51,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39215.68627450981,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,19607.843137254906,19607.843137254906,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,29,229,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
17,420396,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,104.66322229516932,4.757419195234968,420396.0,0.0,420396.0,420396.0,420396.0,420396.0,0.0,420396.0,420396.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.757419195234968,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,131610,1,1,37.0,225.0,37.0,37.0,37.0,0.0,225.0,225.0,225.0,0.0,1990.7301876757085,15.196413646379455,131610.0,0.0,131610.0,131610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,7.598206823189727,7.598206823189727,37.0,225.0,99.66666666666666,108.54185060764964,11781.333333333332,0,0,0,0,0,0,0,0,1.0,149.5,37.0,225.0,0,0,0,0,0,0,1,37,1,225,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
