Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,tor
6,3431,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.3806470416788,1715.5,2366.6863966313745,3389.0,42.0,3431.0,1715.5,2366.6863966313745,3389.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,874.3806470416788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,3477,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.8127696289905,1738.5,2246.4782438296616,3327.0,150.0,3477.0,1738.5,2246.4782438296616,3327.0,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,862.8127696289905,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,353,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5665.7223796033995,353.0,0.0,353.0,353.0,353.0,353.0,0.0,353.0,353.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,5665.7223796033995,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,155,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12903.225806451614,155.0,0.0,155.0,155.0,155.0,155.0,0.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,12903.225806451614,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,385,3,1,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0.0,0.0,0.0,0.0,200000.0,10389.61038961039,128.33333333333334,106.64114277957329,217.0,10.0,385.0,192.5,258.0939751330898,375.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,20,7792.207792207791,2597.402597402597,0.0,46.0,24.6,23.27659768952499,541.8,0,1,0,0,1,0,0,0,0.0,30.75,25.66666666666667,0.0,0,0,0,0,0,0,3,77,1,0,296,16384,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,93949713,11,12,721.0,1530.0,269.0,0.0,65.54545454545455,102.6599860085356,802.0,0.0,127.5,251.63881041900297,23.959626145957465,0.24481181757308826,4270441.499999999,13239335.470618404,58560660.0,4.0,93949713.0,9394971.3,18854563.30004065,58560801.0,93.0,93908845.0,8537167.727272727,18117053.785611074,58560938.0,173.0,1,0,0,0,220,240,0.11708391275234654,0.1277279048207417,0.0,802.0,95.70833333333331,189.569415797478,35936.563405797104,0,1,0,0,1,0,0,0,1.0,99.8695652173913,65.54545454545455,127.5,0,0,0,0,0,0,11,721,12,1530,356,16384,5,20,21183.666666666668,21109.833735331344,45555.0,8606.0,31280821.333333336,23943828.14479009,58560660.0,13746713.0,0
6,103333902,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06774156268675502,17222317.0,22160617.19318804,45060517.0,75.0,90115696.0,45057848.0,3880.6020151517732,45060592.0,45055104.0,103333827.0,34444609.0,18382947.360238265,45060618.0,13217810.0,0,0,0,0,60,80,0.029032098294323582,0.03870946439243144,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,4,0,378,16384,0,20,88.0,18.384776310850235,101.0,75.0,45057760.0,3898.986791462624,45060517.0,45055003.0,0
6,257,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7782.101167315174,257.0,0.0,257.0,257.0,257.0,257.0,0.0,257.0,257.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,7782.101167315174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,80152661,8,8,340.0,920.0,52.0,33.0,42.5,10.155927192672127,163.0,95.0,115.0,25.83463898390244,15.720002109474569,0.19961907440602628,5343510.733333333,15759793.156695075,60002340.0,49.0,80134841.0,11447834.42857143,22319209.33207338,60007099.0,49.0,80147718.0,11449674.0,22317847.236732613,60006786.0,100.0,0,0,0,0,64,64,0.09980953720301314,0.09980953720301314,33.0,163.0,77.17647058823529,41.14947644581528,1693.279411764706,0,0,0,0,0,0,0,0,1.0,82.0,42.5,115.0,0,0,0,0,0,0,8,340,8,920,-1,-1,7,8,1451174.0,2045512.8397621952,2897570.0,4778.0,38616190.0,30244583.376945365,60002340.0,17230040.0,0
6,113355511,103,128,4415.0,54746.0,144.0,0.0,42.86407766990292,50.94731006458965,1460.0,0.0,427.703125,510.3687621475125,521.9066940644817,2.037836519478969,492850.0478260868,2776763.267042105,27438882.0,1.0,113355511.0,1111328.539215687,4097303.933616278,27438882.0,4.0,113355281.0,892561.2677165355,3695930.982072889,27439369.0,5.0,1,0,0,0,2060,2560,0.90864572080664,1.129190798672329,0.0,1460.0,255.40948275862075,425.50742867515254,181056.57185774,0,1,0,0,1,0,0,0,1.0,256.5151515151515,42.864077669902905,427.703125,0,0,0,0,0,0,103,4415,128,54746,1799,16384,43,20,3498216.0,4822551.465252226,11514504.0,7081.0,15346644.333333332,8366283.72311675,27438882.0,6046409.0,0
6,114065622,1395,14140,16024.0,20093202.0,1170.0,0.0,11.486738351254491,114.19728111205428,1460.0,0.0,1421.018528995761,177.77921891674563,176295.2381919243,136.1935325263908,7342.965237543378,249087.91324988016,10244712.0,-58.0,114065622.0,81826.12769010059,828101.5945033184,10244712.0,3.0,114064869.0,8067.392955654563,261098.8045827725,10244890.0,1.0,1,0,0,0,27900,282800,12.229802244886718,123.9637302815041,0.0,1460.0,1294.4327368692193,438.54911119453413,192325.3229295158,0,1,0,0,1,0,0,0,10.0,1294.516060508529,11.48673835125448,1421.0185289957572,0,0,0,0,0,0,1395,16024,14140,20093202,24576,16384,13,20,410529.58333333326,506038.346144109,1238170.0,129.0,8715527.416666668,1629979.1418896609,10244712.0,5583079.0,0
6,119993014,133,96,57041.0,84942.0,2085.0,0.0,428.87969924812035,601.440871392797,4380.0,0.0,884.8125000000001,1193.8443812235107,1183.260552151811,1.908444436606951,526285.1491228071,1771449.59364722,9269898.0,2.0,119993014.0,909037.9848484849,2256847.0662142187,9270215.0,2.0,119834914.0,1261420.1473684208,2577243.4865311817,9269898.0,21.0,1,0,0,0,2660,1920,1.1083978605621156,0.8000465760448354,0.0,4380.0,626.3826086956523,927.2102881620298,859718.9184735144,0,1,0,0,1,0,0,0,0.0,629.117903930131,428.87969924812035,884.8125,0,0,0,0,0,0,133,57041,96,84942,24576,24576,57,20,5987816.0,5339495.00413545,11492143.0,964649.0,9011282.25,235980.01460156962,9269898.0,8514717.0,1
6,283,3,1,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0.0,0.0,0.0,0.0,272084.8056537103,14134.27561837456,94.33333333333334,62.62853449772982,149.0,26.0,283.0,141.5,163.3416664540925,257.0,26.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,20,10600.70671378092,3533.56890459364,0.0,46.0,24.6,23.27659768952499,541.8,0,1,0,0,1,0,0,0,0.0,30.75,25.66666666666667,0.0,0,0,0,0,0,0,3,77,1,0,254,16384,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,117310415,13,15,1403.0,980.0,517.0,0.0,107.92307692307692,180.25882388871727,625.0,0.0,65.33333333333333,160.66187505204246,20.313626884705844,0.23868298479721514,4344830.185185187,15642201.021746742,58738456.0,13.0,117310415.0,9775867.916666668,22812625.66686345,58738456.0,49.0,117307772.0,8379126.571428571,21292304.82311189,58783062.0,13.0,0,0,0,0,280,308,0.11081710008442132,0.12786588471279384,0.0,625.0,82.17241379310346,165.929862326896,27532.71921182266,0,0,0,1,0,0,0,0,1.0,85.10714285714286,107.92307692307692,65.33333333333333,0,0,0,0,0,0,13,1403,15,980,29200,16384,8,20,38780.5,12998.743958552304,47972.0,29589.0,58614420.0,175413.39342250922,58738456.0,58490384.0,0
6,28,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,1107142.857142857,71428.57142857142,28.0,0.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,71428.57142857142,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,1309,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,75884313,3,3,111.0,364.0,45.0,33.0,37.0,6.92820323027551,147.0,86.0,121.33333333333331,31.628046625318696,6.259528237410543,0.07906772510413318,15176862.6,21090983.22305238,43069463.0,3650.0,75880323.0,37940161.5,7260127.659058102,43073847.0,32806476.0,75880663.0,37940331.5,7259330.042608925,43073453.0,32807210.0,0,0,0,0,24,24,0.03953386255206659,0.03953386255206659,33.0,147.0,72.57142857142857,49.31482921953985,2431.952380952381,0,0,0,0,0,0,0,0,1.0,84.66666666666667,37.0,121.33333333333331,0,0,0,0,0,0,3,111,3,364,-1,-1,2,8,4017.0,519.0163773909259,4384.0,3650.0,37936144.5,7259608.642680712,43069463.0,32802826.0,0
6,118531865,24,24,8688.0,4344.0,543.0,0.0,362.0,261.4780729022907,543.0,0.0,181.00000000000003,261.4780729022908,109.94511897707844,0.4049543977056296,2521954.574468085,2990981.46667048,9199857.0,20.0,118531845.0,5153558.47826087,2128209.9044313547,9200105.0,337252.0,118531838.0,5153558.173913044,2128604.984006889,9203883.0,337531.0,1,0,0,0,480,480,0.2024771988528148,0.2024771988528148,0.0,543.0,277.0408163265306,274.25641584592523,75216.58163265306,0,1,0,0,1,0,0,0,1.0,282.8125,362.0,181.0,0,0,0,0,0,0,24,8688,24,4344,16384,491,15,20,3191317.7,3676766.993351482,11827949.0,27.0,7054098.3999999985,1306929.462866829,9199857.0,5421945.0,1
6,264,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7575.757575757574,264.0,0.0,264.0,264.0,264.0,264.0,0.0,264.0,264.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,7575.757575757574,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,2636,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.0880121396056,1318.0,1858.2766209582473,2632.0,4.0,2636.0,1318.0,1858.2766209582473,2632.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1138.0880121396056,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,119218188,18,21,1857.0,871.0,517.0,0.0,103.16666666666669,166.32613250160415,358.0,0.0,41.47619047619047,83.46952680327058,22.88241455238357,0.327131293087595,3137320.736842105,13275875.995176228,58995935.0,8.0,119218188.0,7012834.5882352935,19460202.286703244,58996050.0,101.0,119214183.0,5960709.15,18049361.99912903,58996084.0,12.0,0,0,0,0,380,428,0.15098367373273616,0.17614761935485884,0.0,517.0,68.2,129.22792426660894,16699.856410256412,0,0,0,1,0,0,0,0,1.0,69.94871794871794,103.16666666666669,41.476190476190474,0,0,0,0,0,0,18,1857,21,871,29200,16384,12,20,898914.5,1201073.90085394,1748202.0,49627.0,58708485.0,406515.6885041462,58995935.0,58421035.0,0
6,54060351,5,3,123.0,46.0,46.0,0.0,24.6,23.27659768952499,46.0,0.0,15.333333333333332,26.558112382722783,3.126135825496213,0.1479827609702349,7722907.285714285,20431045.8187288,54056164.0,14.0,54060351.0,13515087.750000002,27027384.21986282,54056164.0,14.0,54059665.0,27029832.5,38221170.01147799,54056281.0,3384.0,1,0,0,0,100,60,0.09248922560639684,0.055493535363838095,0.0,46.0,23.88888888888889,23.154073315749674,536.1111111111112,0,1,0,0,1,0,0,0,0.0,26.875,24.6,15.333333333333336,0,0,0,0,0,0,5,123,3,46,279,16384,2,20,3784.0,0.0,3784.0,3784.0,54056164.0,0.0,54056164.0,54056164.0,0
6,345,1,1,46.0,31.0,46.0,46.0,46.0,0.0,31.0,31.0,31.0,0.0,223188.40579710147,5797.101449275363,345.0,0.0,345.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,20,20,2898.5507246376815,2898.5507246376815,31.0,46.0,41.0,8.660254037844387,75.0,0,1,0,0,1,0,0,0,1.0,61.5,46.0,31.0,0,0,0,0,0,0,1,46,1,31,16384,16384,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,751526,4,4,448.0,1578.0,448.0,0.0,112.0,224.00000000000003,1217.0,0.0,394.5,574.1338403775436,2695.84818090126,10.645007624486713,107360.85714285713,186753.52620359324,438578.0,30.0,751336.0,250445.33333333328,225744.66659111425,438721.0,183.0,439124.0,146374.6666666667,253055.51107283426,438578.0,247.0,0,0,0,0,100,88,5.3225038122433554,5.3225038122433554,0.0,1217.0,225.11111111111111,411.7096806137927,169504.86111111112,0,0,0,1,0,0,0,0,1.0,253.25,112.0,394.5,0,0,0,0,0,0,4,448,4,1578,29200,16384,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,118035965,363,909,1077.0,1242532.0,400.0,0.0,2.9669421487603267,26.397597585827274,1460.0,0.0,1366.9218921892184,260.2392102194107,10535.848120528348,10.776376505245668,92868.57985837922,2320347.8235771093,58978832.0,-2.0,118035965.0,326066.2016574585,4343356.3470762465,58978832.0,3.0,118010941.0,129967.99669603525,2744826.196255467,58979241.0,1.0,0,0,0,0,7280,18188,3.0753338611668064,7.701042644078861,0.0,1460.0,976.9120188531036,654.7461340969239,428692.5001148671,0,0,0,1,0,0,0,0,2.0,977.6800314465406,2.9669421487603307,1366.9218921892189,0,0,0,0,0,0,363,1077,909,1242532,29200,16384,8,20,489642.0,656002.7598966333,953506.0,25778.0,58515588.0,655125.9474879621,58978832.0,58052344.0,0
6,102385022,2,2,543.0,543.0,543.0,0.0,271.5,383.95898218429534,543.0,0.0,271.5,383.95898218429534,10.607020233877568,0.03906821448942014,34128340.66666667,59111108.08994582,102383969.0,39.0,102385022.0,102385022.0,0.0,102385022.0,102385022.0,102383969.0,102383969.0,0.0,102383969.0,102383969.0,1,0,0,0,40,40,0.01953410724471007,0.01953410724471007,0.0,543.0,325.8,297.41334872530524,88454.70000000003,0,1,0,0,1,0,0,0,1.0,407.25,271.5,271.5,0,0,0,0,0,0,2,543,2,543,6584,16384,0,20,1014.0,0.0,1014.0,1014.0,102383969.0,0.0,102383969.0,102383969.0,1
6,115476142,16,14,439.0,788.0,439.0,0.0,27.4375,109.75,788.0,0.0,56.28571428571429,210.6018586269904,10.625571470858457,0.25979392349287184,3981935.9310344825,4993867.767877612,10241032.0,26.0,115476142.0,7698409.466666668,4384750.3262837455,10241161.0,426.0,112423928.0,8647994.461538462,3836619.4116446143,10241314.0,915.0,0,0,0,0,340,288,0.1385567591961983,0.12123716429667353,0.0,788.0,39.58064516129031,159.69758382508454,25503.318279569903,0,0,0,1,0,0,0,0,0.0,40.9,27.4375,56.28571428571429,0,0,0,0,0,0,16,439,14,788,29200,16384,1,20,1641.0,4741.660004681905,15930.0,112.0,10219332.909090908,68196.21104350965,10241032.0,10013731.0,0
6,53406606,5,3,123.0,46.0,46.0,0.0,24.6,23.27659768952499,46.0,0.0,15.333333333333332,26.558112382722783,3.1644025460071363,0.14979420336128454,7629515.142857144,20184530.19088577,53403727.0,19.0,53406606.0,13351651.499999998,26701383.69126077,53403727.0,19.0,53406333.0,26703166.5,37760569.13949445,53403921.0,2412.0,1,0,0,0,100,60,0.09362137710080286,0.05617282626048172,0.0,46.0,23.88888888888889,23.154073315749674,536.1111111111112,0,1,0,0,1,0,0,0,0.0,26.875,24.6,15.333333333333336,0,0,0,0,0,0,5,123,3,46,270,16384,2,20,2573.0,0.0,2573.0,2573.0,53403727.0,0.0,53403727.0,53403727.0,0
6,3953,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.9172780166963,1976.5,2789.536251780931,3949.0,4.0,3953.0,1976.5,2789.536251780931,3949.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,758.9172780166963,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,12863,3,0,86.0,0.0,86.0,0.0,28.66666666666667,49.652123150307816,0.0,0.0,0.0,0.0,6685.843115913864,233.2270854388556,6431.5,9017.73278047204,12808.0,55.0,12863.0,6431.5,9017.73278047204,12808.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,233.2270854388556,0.0,0.0,86.0,21.5,43.0,1849.0,0,0,0,0,1,0,0,0,0.0,28.66666666666667,28.66666666666667,0.0,0,0,0,0,0,0,3,86,0,0,16384,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,800,3,1,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0.0,0.0,0.0,0.0,96250.0,5000.0,266.6666666666667,282.7036139375182,572.0,14.0,800.0,400.0,545.8864350760147,786.0,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,20,3750.0,1250.0,0.0,46.0,24.6,23.27659768952499,541.8,0,1,0,0,1,0,0,0,0.0,30.75,25.66666666666667,0.0,0,0,0,0,0,0,3,77,1,0,384,16384,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,119843144,6204,9690,36165.0,12809293.0,230.0,0.0,5.829303675048367,36.023681985695546,1460.0,0.0,1321.9084623323013,311.41995182963683,107185.58918981632,132.62335640994198,7540.624425847872,78142.29796086269,1416267.0,-1.0,119843144.0,19320.190875382832,124179.056363892,1416267.0,2.0,119842945.0,12368.969449891629,100002.25438812145,1460442.0,1.0,1,0,0,0,124080,193800,51.76766724344282,80.85568916649919,0.0,1460.0,808.1589808115793,686.9017933385186,471834.0736916729,0,1,0,0,1,0,0,0,1.0,808.2098276079022,5.829303675048356,1321.9084623323013,0,0,0,0,0,0,6204,36165,9690,12809293,7915,16384,158,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,106140201,24,34,4841.0,1197.0,694.0,0.0,201.7083333333333,280.81968207477854,171.0,0.0,35.20588235294118,44.16277015065607,56.887022476997174,0.5464470526111025,1862108.789473685,6360581.475656845,29997236.0,6.0,106140085.0,4614786.304347825,9471127.091570733,29997341.0,38.0,106140104.0,3216366.787878788,8143048.387242277,29997377.0,6.0,1,0,0,0,480,680,0.2261160217701114,0.3203310308409911,0.0,694.0,111.32203389830505,205.37950076315545,42180.739333722966,0,1,0,0,1,0,0,0,1.0,113.24137931034485,201.70833333333331,35.20588235294117,0,0,0,0,0,0,24,4841,34,1197,3354,16384,17,20,786394.0,1739578.7294418442,3898247.0,8137.0,20436444.6,9485791.166890288,29997236.0,6096792.0,0
6,2093,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433.349259436216,1046.5,1464.4181438373398,2082.0,11.0,2093.0,1046.5,1464.4181438373398,2082.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1433.349259436216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,90107748,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665869487715973,18021549.6,24676771.612781323,45054851.0,134.0,90107501.0,45053750.5,1796.7583309950173,45055021.0,45052480.0,90107614.0,45053807.0,1825.7497090236648,45055098.0,45052516.0,0,0,0,0,60,60,0.03329347438579865,0.03329347438579865,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,378,16384,0,20,152.0,25.45584412271571,170.0,134.0,45053598.5,1771.3024868723016,45054851.0,45052346.0,0
6,115469147,1453,13901,15982.0,19756906.0,1167.0,0.0,10.999311768754316,111.62287389906895,1460.0,0.0,1421.2578951154553,177.70224357113915,171239.5779627609,132.97058477447658,7520.950107470838,262499.506015748,10239795.0,-20.0,115469147.0,79524.20592286522,850487.123272515,10239945.0,1.0,115468920.0,8307.116546762589,275885.6464256591,10239896.0,0.0,1,0,0,0,29060,278020,12.583447940426893,120.3871368340497,0.0,1460.0,1287.792575708237,447.39865426608736,200165.55583910595,0,1,0,0,1,0,0,0,9.0,1287.8764491337765,10.999311768754305,1421.2578951154596,0,0,0,0,0,0,1453,15982,13901,19756906,24576,16384,13,20,704504.8181818181,1263367.9913781905,4315434.0,150.0,9691463.454545457,1025140.7137064023,10239795.0,6818923.0,0
6,105753262,2235,5271,236726.0,6806335.0,2599.0,0.0,105.9176733780763,327.01237786723027,1460.0,0.0,1291.2796433314365,364.50645319711373,66598.9953104236,70.97653403825973,14091.040906062617,278892.0509767476,14581325.0,-1.0,105753262.0,47338.07609668757,509882.46266504796,14581325.0,2.0,105753030.0,20066.98861480075,332896.79158071877,14581716.0,1.0,1,0,0,0,44700,105420,21.134099863510595,49.84243417474914,0.0,2599.0,938.4084188091133,647.2777181521016,418968.4444161915,0,1,0,0,1,0,0,0,2.0,938.5334399147348,105.91767337807606,1291.279643331436,0,0,0,0,0,0,2235,236726,5271,6806335,8168,16384,257,20,8009729.2,8765935.972478421,17484248.0,407419.0,10073304.6,3735613.932654752,14581325.0,6189396.0,1
6,104046936,8451,4030,11316745.0,374653.0,1460.0,0.0,1339.1012897881915,372.1812781723503,4077.0,0.0,92.96600496277912,337.2601777358152,112366.57656117812,119.95547855440931,8337.094230769242,201751.5440299684,16877838.0,-10.0,104046936.0,12313.246863905295,245906.8836745801,16920056.0,1.0,104027045.0,25819.569372052534,354561.2438629521,16877838.0,2.0,1,0,0,0,169020,80600,81.22295883849958,38.732519715909746,0.0,4077.0,936.7453132510814,685.5685968928674,470004.3010456549,0,1,0,0,1,0,0,0,0.0,936.8203669577756,1339.1012897881908,92.96600496277917,0,0,0,0,0,0,8451,11316745,4030,374653,18693,18693,7925,20,12764651.5,12635460.30155645,31464655.0,3645799.0,9993161.5,4607519.834293536,16877838.0,7287090.0,1
6,116718716,15,18,887.0,3590.0,239.0,0.0,59.13333333333334,81.61045684632984,1418.0,0.0,199.44444444444446,413.1668545190944,38.35717315464642,0.28273100605390483,3647459.8750000005,14343731.27021931,58492978.0,9.0,116718716.0,8337051.142857143,21178126.73978557,58493072.0,60.0,116716218.0,6865659.882352943,19376473.114684284,58493167.0,9.0,0,0,0,0,320,368,0.12851409366086586,0.154216912393039,0.0,1418.0,131.67647058823528,310.1417779982133,96187.92245989306,0,0,0,1,0,0,0,0,1.0,135.66666666666666,59.13333333333333,199.44444444444446,0,0,0,0,0,0,15,887,18,3590,29200,16384,8,20,32266.5,16664.385512223365,44050.0,20483.0,58325339.0,237077.34738266328,58492978.0,58157700.0,0
6,3049,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.9291571006888,1524.5,2133.341158839814,3033.0,16.0,3049.0,1524.5,2133.341158839814,3033.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,983.9291571006888,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,36989590,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0540692665152547,36989590.0,0.0,36989590.0,36989590.0,36989590.0,36989590.0,0.0,36989590.0,36989590.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0540692665152547,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,36989590.0,0.0,36989590.0,36989590.0,0
